Customer Name,cust mail id,Feedback,Date and time,caretaker/server name,care-empid,cust-age,cust-contact,sentiment - future,dept,customer-stay duration,customer-n visits past,customer-membership status,customer-amt to be paid,NPS,Dining - Vegetarian/vegan,Room preference,"Sports activities - [table tennis, golf, ...]","Wellness - gym, sauna, massage",pricing patterns - frugal/luxury
Rhonda Stewart,michaelhoffman@example.com,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",18-12-2024 12:15,Jeffrey Hart,EMP587,18,324.953.6605x9148,Positive,Engineering,20,3,Inactive,$277,9,Vegan,Standard,Table tennis,Gym,Frugal
Jon Young,smatthews@example.com,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",01-04-2024 23:22,Morgan Drake,EMP268,21,+1-874-970-8717x33140,Neutral,Engineering,12,5,Active,$387,10,Vegetarian,Standard,Badminton,Gym,Luxury
John Davis,hnorton@example.net,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",18-12-2024 08:24,Mr. Cory Sparks,EMP595,19,714-536-4771,Neutral,Finance,26,1,Active,$284,6,Non-Vegetarian,Standard,Badminton,Gym,Frugal
Joseph Castillo,elizabeth79@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",21-11-2024 14:57,Paul Martinez,EMP763,67,001-551-947-7804x0849,Negative,Engineering,30,8,Inactive,$382,1,Vegan,Standard,Table tennis,Gym,Frugal
Jackie Ortiz,christopher27@example.org,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",21-02-2024 14:53,Brandon Strong,EMP123,22,(721)788-5499x878,Negative,Finance,11,7,Inactive,$352,8,Vegan,Suite,Swimming,Sauna,Frugal
Robert Brown,fbooth@example.net,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",21-07-2024 06:10,Eric Spencer,EMP857,42,001-736-348-3392,Positive,Sales,8,0,Active,$196,2,Vegetarian,Standard,Badminton,Massage,Luxury
Christopher Bailey,syork@example.org,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",25-05-2024 23:31,Matthew Stewart,EMP697,24,+1-846-442-5673x92748,Negative,Engineering,2,7,Active,$500,3,Non-Vegetarian,Deluxe,Badminton,Massage,Luxury
Jeffrey Irwin,kevinwinters@example.com,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",19-08-2024 15:53,John Lopez,EMP800,23,-9262,Negative,Engineering,12,2,Active,$71,2,Vegan,Suite,Badminton,Gym,Frugal
Michelle Jenkins,fchavez@example.com,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",13-07-2024 20:27,Chloe Glover,EMP714,52,294-539-3056x93060,Negative,Sales,7,6,Inactive,$246,8,Vegetarian,Deluxe,Swimming,Sauna,Frugal
Johnny Thomas,michael29@example.com,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",14-06-2024 08:22,Luis Kline,EMP499,42,218.853.8105,Positive,Support,24,10,Active,$376,7,Vegan,Deluxe,Swimming,Massage,Luxury
Matthew Manning,garciaalexandra@example.com,"The restaurant failed to meet basic expectations. The staff seemed inattentive, and the dishes lacked seasoning. We had to wait over 40 minutes for our food.",15-10-2024 03:46,Vernon Wilson,EMP827,42,+1-403-981-7668x49201,Positive,HR,21,6,Inactive,$121,2,Vegetarian,Suite,Badminton,Massage,Frugal
David Ramos,alexandra25@example.org,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",12-08-2024 01:22,Tyler Snow,EMP797,39,840-368-7539x865,Neutral,Finance,20,9,Inactive,$488,7,Vegetarian,Standard,Badminton,Gym,Luxury
Kenneth Hall,sarahwhitaker@example.org,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",14-04-2024 22:14,Sara Robles,EMP272,67,(433)207-6524x28423,Negative,Sales,5,5,Inactive,$208,3,Vegan,Deluxe,Badminton,Sauna,Frugal
Jack Cole,dschmidt@example.net,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",27-11-2024 14:11,Thomas Murray,EMP775,60,+1-575-699-5408x2622,Positive,Sales,12,7,Active,$458,9,Non-Vegetarian,Deluxe,Swimming,Massage,Luxury
Matthew Mcdonald,bradleydavid@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",05-11-2024 15:56,Bobby Dunn,EMP356,57,368-681-6402x30817,Neutral,Finance,29,10,Inactive,$412,1,Vegetarian,Standard,Badminton,Massage,Frugal
Steve Arnold,reedgregory@example.com,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",16-10-2024 06:34,Karen Cunningham,EMP186,44,5697780768,Neutral,Sales,7,9,Active,$484,3,Vegetarian,Deluxe,Badminton,Massage,Luxury
Dylan Watson,osbornekayla@example.org,"The food was good, but it took quite a while to arrive. The staff were courteous, but the restaurant was a bit too crowded for my taste. Overall, a decent experience.",15-04-2024 19:18,Mrs. Jessica Stewart,EMP549,23,(795)362-1292x00473,Negative,Sales,3,0,Inactive,$444,8,Non-Vegetarian,Deluxe,Badminton,Gym,Frugal
Scott Haas,vmorris@example.com,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",21-06-2024 21:31,Tyler Patterson,EMP900,66,535-928-9942x08996,Negative,Support,10,7,Inactive,$459,6,Vegan,Deluxe,Badminton,Massage,Luxury
Alexa Chavez,leahmeyer@example.net,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",29-01-2024 02:30,Chase Butler,EMP487,51,(510)405-2265,Positive,HR,26,10,Inactive,$158,5,Vegan,Standard,Golf,Massage,Luxury
Michael Hernandez,ebarber@example.com,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",17-09-2024 10:26,Dr. Karen Shields,EMP983,24,+1-642-726-7615x922,Negative,Engineering,7,5,Inactive,$467,7,Vegetarian,Deluxe,Swimming,Gym,Frugal
Kenneth Roth,joseph99@example.com,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",10-10-2024 19:35,Erica Frederick,EMP031,45,961.701.4713,Positive,HR,19,2,Active,$362,7,Non-Vegetarian,Deluxe,Swimming,Massage,Frugal
Tara Juarez,uwells@example.net,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",22-03-2024 22:32,Laura Lopez,EMP461,38,274.380.3466,Negative,Sales,7,4,Active,$465,9,Vegetarian,Standard,Badminton,Massage,Luxury
Amanda George,rhodesstephanie@example.net,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",18-12-2024 08:30,Rebecca Elliott,EMP242,59,(407)529-8055x02572,Neutral,Support,17,7,Inactive,$328,1,Vegan,Deluxe,Golf,Massage,Luxury
Jonathan Bass,amanda10@example.org,"I had a wonderful time at the restaurant. The ambiance was cozy, the service was prompt, and the chef even came out to greet us. The menu had a great variety, and every dish we tried was delicious.",09-04-2024 13:18,Erica Lee,EMP933,19,(374)999-5571,Neutral,Support,15,0,Active,$55,5,Non-Vegetarian,Standard,Badminton,Massage,Frugal
Alan Barnes,joseph16@example.com,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",26-08-2024 01:59,Christina Moore,EMP266,21,6503594929,Negative,Sales,12,4,Inactive,$486,9,Non-Vegetarian,Standard,Badminton,Sauna,Luxury
Miguel Harrison,christopher56@example.org,"Exceptional service! The waitstaff was attentive, refilled our drinks without us asking, and even recommended some stellar dishes. The atmosphere was lively yet relaxing, perfect for a family dinner.",01-01-2024 09:28,Keith Johnson,EMP937,58,987.811.2196,Positive,Finance,25,9,Inactive,$190,8,Vegetarian,Deluxe,Golf,Massage,Frugal
Barbara Crawford,steven65@example.net,"It was an average meal. The salad was fresh, but the steak was slightly underdone. The dessert was good, though.",27-02-2024 14:47,Monique Fisher,EMP357,51,001-996-885-8937x8703,Negative,Engineering,24,0,Inactive,$98,1,Vegan,Deluxe,Swimming,Gym,Frugal
Christina Mcclain,ybrennan@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",05-10-2024 20:55,Ashley Pratt,EMP386,59,698-235-8454x9257,Negative,HR,25,2,Active,$454,4,Non-Vegetarian,Suite,Table tennis,Gym,Frugal
Catherine Baird,agarcia@example.com,"A mixed experience. The appetizers were fantastic, but the main course lacked flavor. The service was slow, but the staff did apologize for the delay.",27-02-2024 22:29,Roberto Morgan,EMP971,29,210-846-0887,Positive,HR,5,8,Inactive,$164,3,Vegetarian,Standard,Golf,Gym,Luxury
Tiffany Thornton,erica09@example.org,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",17-01-2024 15:11,Tracy Martinez,EMP856,67,479.549.7251x809,Positive,Finance,23,0,Inactive,$429,4,Non-Vegetarian,Suite,Swimming,Sauna,Luxury
Roger Hayes,benderjennifer@example.net,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",02-11-2024 10:27,Monica Smith,EMP960,19,5747731298,Neutral,Finance,8,7,Active,$257,2,Vegetarian,Standard,Golf,Gym,Luxury
William Franklin,andrewsvictoria@example.org,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",03-12-2024 10:19,Blake Vargas,EMP161,41,(880)315-5439x43283,Negative,Sales,12,2,Active,$219,2,Non-Vegetarian,Deluxe,Badminton,Sauna,Frugal
Heather Torres,georgekaren@example.org,"I had high hopes for this restaurant, but it was a letdown. The chicken was undercooked, and the service was rude. Definitely not worth the price.",15-01-2024 03:13,John Miller,EMP671,70,6214493919,Negative,Sales,2,3,Active,$331,1,Vegan,Standard,Swimming,Sauna,Frugal
Joshua Long,cummingsmelissa@example.org,"Loved everything about this place! From the warm welcome at the door to the delicious appetizers and main courses. The seafood platter was a must-try, and the live music added charm.",17-09-2024 17:39,Elizabeth Jacobs,EMP120,29,626-376-5721x74420,Neutral,Support,9,10,Active,$212,8,Vegan,Deluxe,Table tennis,Sauna,Frugal
Peter Cain,qvargas@example.com,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",21-04-2024 08:00,Mark Thompson,EMP578,31,(252)749-2187x6535,Neutral,Sales,14,3,Inactive,$240,6,Vegan,Suite,Golf,Massage,Luxury
Michael Arnold,marcia84@example.net,"The dining experience was absolutely amazing! The staff were friendly, the food was served hot, and the flavors were exceptional. I loved the vegan options, and the dessert was a highlight of the evening.",11-07-2024 18:02,Sara Moore MD,EMP580,20,2474842652,Positive,Support,27,5,Active,$207,10,Vegan,Deluxe,Swimming,Gym,Luxury
Hector Keith,regina28@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",24-04-2024 18:19,Michael Martin,EMP348,47,+1-465-591-2272x953,Positive,Support,20,5,Inactive,$445,5,Non-Vegetarian,Suite,Swimming,Massage,Frugal
Nicole Levine,mooremadison@example.net,"The restaurant exceeded our expectations. The food presentation was artistic, the ingredients were fresh, and the flavors were spot on. We will definitely return soon!",05-05-2024 03:52,Angela Farley,EMP665,70,437.539.3224x12293,Neutral,HR,18,6,Inactive,$452,9,Vegetarian,Suite,Badminton,Massage,Luxury
Heather Clark MD,deanna55@example.com,"The dining was okay. Nothing too extraordinary, but the staff were polite, and the restaurant was clean. The pasta was slightly overcooked, but the sauce made up for it.",30-04-2024 16:39,Nathan Burton,EMP709,70,(505)999-8125x40827,Neutral,Sales,27,9,Active,$367,2,Vegetarian,Standard,Swimming,Gym,Luxury
Heidi Bell,grobertson@example.com,"A very underwhelming experience. The food lacked flavor, the ambiance was dull, and the table was not clean when we arrived.",10-08-2024 11:07,Michael Salazar,EMP098,37,729-476-6944,Negative,Finance,16,2,Inactive,$360,8,Vegetarian,Suite,Table tennis,Sauna,Frugal
Richard Potts,jackiescott@example.org,"Unfortunately, the dining experience was below par. The pasta was soggy, the soup was bland, and the waiter forgot one of our orders. Not planning to return.",29-01-2024 10:34,Andrew Campbell,EMP455,53,001-438-806-8970x239,Negative,Sales,25,6,Active,$220,1,Vegetarian,Standard,Badminton,Gym,Frugal
Samuel Riley,ujensen@example.org,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",08-03-2024 03:31,Melanie Paul,EMP296,32,001-493-661-8930,Positive,Engineering,24,0,Inactive,$62,9,Vegan,Standard,Table tennis,Sauna,Frugal
Jennifer Peters,leonardpatterson@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",15-10-2024 08:24,Hunter Wheeler,EMP617,32,001-453-890-9826x414,Neutral,Support,24,6,Active,$186,4,Non-Vegetarian,Standard,Swimming,Massage,Luxury
Sarah Gonzalez,smahoney@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",03-08-2024 15:34,Erin Knight,EMP911,42,001-604-605-1165x86037,Negative,HR,24,4,Inactive,$116,8,Non-Vegetarian,Standard,Table tennis,Sauna,Frugal
Heather Lopez,keithholmes@example.net,"The ambiance was nice, but the noise levels were higher than expected. The food was fine, but I wish there were more vegetarian options on the menu.",23-11-2024 03:55,Adam Welch,EMP896,52,001-661-700-0724,Positive,Sales,10,8,Inactive,$117,9,Vegetarian,Deluxe,Swimming,Sauna,Frugal
Aaron Farrell,dawn43@example.com,"I was disappointed with the experience. The service was incredibly slow, and the food was cold when it arrived. The menu was overpriced, and the portions were small.",25-06-2024 14:47,Sara Thornton,EMP544,26,(989)355-1127,Negative,Engineering,10,2,Active,$220,4,Vegetarian,Standard,Golf,Massage,Luxury
